temperatura_C,consumo_kWh
17.63819095477387,167.33923680069034
17.889447236180903,197.83920507752416
18.140703517587937,201.35748208777855
18.39195979899497,239.72078390565756
18.643216080402006,202.305868576691
18.894472361809044,212.23463156375593
19.145728643216078,209.81189081383147
19.396984924623112,195.52455027608983
19.64824120603015,233.0202240893952
19.899497487437184,230.08104594357297
20.15075376884422,233.6927057908329
20.402010050251253,211.3125984454964
20.653266331658287,249.22251616400354
20.904522613065325,210.48103434093693
21.15577889447236,243.74086302299852
21.407035175879393,271.32505488663196
21.65829145728643,227.24139705632422
21.909547738693465,237.33720497335952
22.1608040201005,251.1596779281466
22.412060301507537,246.0470167248344
22.663316582914568,234.37445170564501
22.914572864321606,262.7991069791017
23.165829145728637,250.073373386808
23.417085427135675,277.4500898382302
23.668341708542712,260.99412170151277
23.919597989949743,302.5747906769145
24.17085427135678,272.218272153554
24.42211055276382,283.8784532827728
24.67336683417085,305.7554463239777
24.924623115577887,280.03404290481257
25.175879396984925,306.9542338085875
25.427135678391956,328.2958107922799
25.678391959798994,289.82376319845736
25.929648241206024,322.05386938400704
26.180904522613062,328.6319607592101
26.4321608040201,342.01142681191885
26.68341708542713,317.3811955121778
26.93467336683417,321.8809869694892
27.1859296482412,355.37034719072534
27.437185929648237,357.95038889600283
27.688442211055275,363.3084141940407
27.939698492462306,370.9041547729689
28.190954773869343,361.7644785488132
28.44221105527638,381.8070801221963
28.693467336683412,389.17879460686635
28.94472361809045,380.6278766299099
29.195979899497488,425.9912135107106
29.447236180904518,411.8745451507641
29.698492462311556,393.76096192291027
29.949748743718587,428.44328910463406
30.201005025125625,411.04023806620836
30.452261306532662,444.63321787056077
30.703517587939693,457.47337574465496
30.95477386934673,435.1527080797028
31.20603015075376,469.3830931393919
31.4572864321608,468.6946810008378
31.708542713567837,482.50539294308544
31.959798994974868,506.3989162796691
32.211055276381906,482.1397383468235
32.462311557788944,482.4890637188248
32.713567839195974,488.52794338743945
32.96482412060301,497.81006675529034
33.21608040201005,517.1682641368244
33.46733668341708,531.8206456988638
33.71859296482412,539.3333119154572
33.96984924623115,556.1712900602541
34.22110552763819,552.6401686524039
34.472361809045225,583.0307579314311
34.723618090452256,566.1415083256521
34.97487437185929,619.8985199235303
35.226130653266324,597.5666217919401
35.47738693467336,584.5108849303143
35.7286432160804,590.5925050570497
35.97989949748743,623.2816305583362
36.23115577889447,622.1822619018374
36.482412060301506,645.8348779954578
36.73366834170854,651.9151094053444
36.984924623115575,653.516793349868
37.23618090452261,651.8010108219894
37.48743718592964,651.7749053263358
37.73869346733668,677.8955940695412
37.98994974874371,707.6360124696358
38.24120603015075,708.2991564712885
38.49246231155779,696.8003959335217
38.74371859296482,728.5839263571496
38.994974874371856,742.3667155708093
39.24623115577889,734.0308432876686
39.497487437185924,760.3973389259925
39.74874371859296,769.8683581699377
40.0,762.8554455325407
